LotFrontage,LotArea,LotShape,LotConfig,Neighborhood,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,ScreenPorch,SalePrice
75.0,9375,Reg,Inside,Somerst,2Story,8,2003,2004,VinylSd,VinylSd,BrkFace,768.0,Gd,Ex,No,Unf,0,1053,1053,Ex,1053,939,1992,0,2,1,3,Gd,9,1,Attchd,2003.0,RFn,2,648,140,45,0,250000
60.0,10800,Reg,Inside,OldTown,1Story,4,1885,1995,VinylSd,VinylSd,None,0.0,TA,Fa,No,Unf,0,641,641,Gd,1047,0,1047,0,1,0,2,TA,6,0,Detchd,1954.0,Unf,1,273,0,0,0,100000
50.0,6000,Reg,Inside,OldTown,1Story,5,1948,1950,VinylSd,VinylSd,None,0.0,TA,TA,No,ALQ,104,516,789,Ex,789,0,789,0,1,0,2,TA,5,0,Detchd,1948.0,Unf,1,250,0,0,0,115000
85.0,8500,Reg,Corner,IDOTRR,1.5Fin,5,1919,2005,CemntBd,CmentBd,None,0.0,TA,TA,No,Unf,0,793,793,TA,997,520,1517,0,2,0,3,Fa,7,0,,,,0,0,0,0,0,115000
105.0,11751,IR1,Inside,NWAmes,1Story,6,1977,1977,Plywood,Plywood,BrkFace,480.0,TA,Gd,No,BLQ,705,1139,1844,Ex,1844,0,1844,0,2,0,3,TA,7,1,Attchd,1977.0,RFn,2,546,0,122,0,190000
75.0,9525,Reg,Inside,Edwards,1.5Fin,6,1954,1972,Wd Sdng,Wd Sdng,None,0.0,TA,TA,No,Rec,444,550,994,Gd,1216,639,1855,0,2,0,4,TA,7,0,Attchd,1954.0,Unf,1,325,182,0,0,136900
,7750,IR1,Inside,Gilbert,SLvl,7,2000,2000,VinylSd,VinylSd,None,0.0,TA,Gd,No,GLQ,250,134,384,Ex,774,656,1430,0,2,1,3,TA,7,1,BuiltIn,2000.0,Fin,2,400,180,0,0,180000
77.0,9965,Reg,Inside,CollgCr,2Story,7,2007,2007,VinylSd,VinylSd,Stone,220.0,Gd,Ex,Av,GLQ,984,280,1264,Ex,1282,1414,2696,1,2,1,4,Ex,10,1,BuiltIn,2007.0,Fin,3,792,120,184,168,383970
,21000,Reg,Corner,Crawfor,1Story,6,1953,1953,Wd Sdng,Wd Sdng,BrkFace,184.0,TA,Gd,Mn,ALQ,35,905,1809,TA,2259,0,2259,1,2,0,3,Gd,7,2,Basment,1953.0,Unf,2,450,166,120,0,217000
61.0,7259,IR1,Inside,Crawfor,2Story,6,1945,2002,Wd Sdng,Wd Sdng,None,0.0,TA,TA,No,ALQ,774,104,1028,Ex,1436,884,2320,1,2,1,3,Gd,9,1,Detchd,1945.0,Unf,1,180,224,0,0,259500
34.0,3230,Reg,Corner,Somerst,2Story,6,1999,1999,MetalSd,MetalSd,BrkFace,1129.0,TA,Gd,No,GLQ,419,310,729,Gd,729,729,1458,0,2,1,2,TA,5,1,Detchd,1999.0,Unf,2,440,0,32,0,176000
,11616,Reg,Inside,Sawyer,1Story,5,1962,1962,Wd Sdng,Wd Sdng,BrkFace,116.0,TA,TA,No,LwQ,170,252,1092,TA,1092,0,1092,0,1,0,3,TA,6,1,Attchd,1962.0,Unf,1,288,0,20,0,139000
74.0,8536,Reg,Corner,Edwards,1Story,5,2006,2007,VinylSd,VinylSd,None,0.0,TA,Gd,No,Unf,0,1125,1125,Gd,1125,0,1125,0,1,1,2,TA,5,0,Attchd,2007.0,Unf,2,430,80,64,0,155000
90.0,12376,Reg,Corner,SawyerW,2Story,7,1990,1990,Plywood,Plywood,None,0.0,TA,Gd,Mn,GLQ,1470,203,1673,Gd,1699,1523,3222,1,3,0,5,Gd,11,2,Attchd,1990.0,Unf,3,594,367,0,0,320000
65.0,8461,Reg,Inside,CollgCr,2Story,6,2005,2006,VinylSd,VinylSd,None,0.0,Gd,Gd,No,Unf,0,728,728,Ex,728,728,1456,0,2,1,3,Gd,8,1,Attchd,2005.0,Fin,2,390,0,24,0,163990
,21453,IR1,CulDSac,ClearCr,SLvl,6,1969,1969,Plywood,Plywood,None,0.0,TA,TA,Gd,ALQ,938,0,938,Ex,988,0,988,1,1,0,1,TA,4,2,Attchd,1969.0,Unf,2,540,0,130,0,180000
50.0,6060,Reg,Inside,IDOTRR,1.5Fin,4,1939,1950,AsbShng,AsbShng,None,0.0,TA,TA,No,Unf,0,732,732,Gd,772,351,1123,0,1,0,3,TA,4,0,Detchd,1979.0,Unf,1,264,0,0,0,100000
75.0,9464,Reg,Corner,NAmes,1Story,6,1958,1958,MetalSd,MetalSd,BrkFace,135.0,TA,TA,No,BLQ,570,510,1080,Gd,1080,0,1080,0,1,0,3,TA,5,0,Attchd,1958.0,Unf,1,288,0,0,130,136000
55.0,7892,Reg,Inside,SawyerW,1Story,6,1993,1993,Plywood,Plywood,None,0.0,Gd,Gd,No,GLQ,300,899,1199,Ex,1199,0,1199,0,2,0,2,Gd,5,0,Attchd,1993.0,RFn,2,530,0,63,0,153900
48.0,17043,IR1,CulDSac,NWAmes,1Story,6,1979,1998,HdBoard,HdBoard,None,0.0,TA,Gd,No,Unf,0,1362,1362,TA,1586,0,1586,0,2,0,3,TA,7,1,Attchd,1979.0,Unf,2,435,192,0,0,181000
60.0,6780,Reg,Inside,IDOTRR,1.5Fin,6,1935,1982,Wd Sdng,Wd Sdng,None,0.0,TA,TA,Av,GLQ,490,30,520,Gd,520,0,754,1,1,0,2,TA,5,0,,,,0,0,53,0,0,84500
,4928,IR1,Inside,NPkVill,1Story,6,1976,1976,Plywood,Plywood,None,0.0,TA,Gd,No,ALQ,120,958,1078,TA,958,0,958,0,2,0,2,TA,5,1,Attchd,1977.0,RFn,2,440,0,205,0,128000
55.0,4388,IR1,Inside,OldTown,1.5Unf,5,1930,1950,WdShing,Wd Sdng,None,0.0,TA,TA,No,LwQ,116,556,672,Ex,840,0,840,0,1,0,3,TA,5,1,,,,0,0,0,0,0,87000
69.0,7590,Reg,Inside,NAmes,2Story,6,1966,1966,VinylSd,VinylSd,BrkFace,266.0,TA,TA,No,BLQ,512,148,660,TA,660,688,1348,0,1,1,3,TA,6,1,Attchd,1966.0,RFn,2,453,188,108,0,155000
69.0,8973,Reg,Inside,NAmes,1Story,5,1958,1991,Plywood,Plywood,BrkFace,85.0,TA,TA,No,Rec,567,413,1008,TA,1053,0,1053,0,1,1,3,Ex,6,0,2Types,1998.0,RFn,2,750,0,80,0,150000
88.0,14200,Reg,Corner,NAmes,2Story,7,1966,1966,MetalSd,MetalSd,BrkFace,309.0,TA,TA,No,Rec,445,479,924,Ex,1216,941,2157,0,2,1,4,Gd,8,2,Attchd,1966.0,Fin,2,487,105,66,0,226000
,12224,IR1,Corner,Gilbert,2Story,6,2000,2000,VinylSd,VinylSd,BrkFace,40.0,Gd,Gd,No,GLQ,695,297,992,Ex,1022,1032,2054,1,2,1,3,Gd,7,1,BuiltIn,2000.0,RFn,2,390,24,48,0,244000
75.0,7388,Reg,Corner,NAmes,1Story,5,1959,2002,MetalSd,MetalSd,None,0.0,TA,TA,No,Rec,405,658,1063,Gd,1327,0,1327,1,1,0,3,Gd,7,0,Detchd,1974.0,Unf,2,624,0,0,0,150750
,6853,IR1,Inside,Timber,1Story,8,2001,2002,VinylSd,VinylSd,BrkFace,136.0,Gd,Ex,No,GLQ,1005,262,1267,Ex,1296,0,1296,1,2,0,2,Gd,6,0,Attchd,2001.0,Fin,2,471,192,25,0,220000
78.0,10335,IR1,Inside,Sawyer,1Story,5,1968,1993,Plywood,Plywood,None,0.0,TA,TA,No,Rec,570,891,1461,Gd,1721,0,1721,0,2,1,3,TA,7,1,Attchd,1968.0,RFn,2,440,0,96,0,180000
80.0,10400,Reg,Inside,NWAmes,1Story,7,1970,1970,Plywood,Plywood,BrkFace,288.0,TA,TA,No,Unf,0,1304,1304,Gd,1682,0,1682,0,2,0,3,TA,7,1,Attchd,1970.0,Unf,2,530,98,0,0,174000
,10355,IR1,Corner,NAmes,1Story,5,1967,1967,MetalSd,MetalSd,BrkFace,196.0,TA,TA,No,BLQ,695,519,1214,TA,1214,0,1214,0,2,0,3,TA,5,1,Attchd,1967.0,RFn,1,318,0,111,0,143000
82.0,11070,Reg,Inside,Mitchel,1Story,7,1988,1989,VinylSd,VinylSd,BrkFace,70.0,TA,TA,No,Unf,0,1907,1907,Gd,1959,0,1959,0,3,0,5,TA,9,0,2Types,1989.0,Unf,3,766,0,0,0,171000
73.0,9066,IR1,Inside,CollgCr,2Story,8,1999,2000,VinylSd,VinylSd,BrkFace,320.0,Gd,Gd,Mn,GLQ,668,336,1004,Ex,1004,848,1852,0,2,1,3,Gd,7,2,Attchd,1999.0,Fin,3,660,224,106,0,230000
65.0,15426,IR1,Inside,CollgCr,2Story,6,1997,1997,VinylSd,VinylSd,None,0.0,TA,Gd,No,GLQ,821,107,928,Ex,928,836,1764,1,2,1,3,Gd,7,0,Attchd,1997.0,RFn,2,470,276,99,0,231500
70.0,10500,Reg,FR2,NAmes,1Story,4,1971,1971,HdBoard,HdBoard,None,0.0,TA,TA,No,ALQ,432,432,864,TA,864,0,864,0,1,0,3,TA,5,1,,,,0,0,0,0,0,115000
78.0,11645,Reg,Inside,CollgCr,1Story,7,2005,2005,VinylSd,VinylSd,None,0.0,Gd,Gd,Av,GLQ,1300,434,1734,Ex,1734,0,1734,1,2,0,3,Gd,7,0,Attchd,2005.0,Fin,2,660,160,24,0,260000
71.0,8520,Reg,Corner,NAmes,1.5Fin,5,1952,1952,BrkFace,Wd Sdng,None,0.0,TA,TA,No,Rec,507,403,910,Fa,910,475,1385,0,2,0,4,TA,6,0,Detchd,2000.0,Unf,2,720,0,0,0,166000
78.0,10335,IR1,Inside,CollgCr,1Story,7,1999,1999,VinylSd,VinylSd,BrkFace,183.0,Gd,Gd,Gd,GLQ,679,811,1490,Ex,1501,0,1501,1,2,0,3,Gd,6,0,Attchd,1999.0,RFn,2,577,144,29,0,204000
70.0,9100,Reg,Inside,Sawyer,1Story,5,1963,1963,HdBoard,HdBoard,BrkFace,336.0,TA,TA,No,Rec,1332,396,1728,TA,1728,0,1728,1,2,0,6,TA,10,0,Detchd,1963.0,Unf,2,504,0,0,0,125000
24.0,2522,Reg,Inside,Edwards,2Story,6,2004,2006,VinylSd,VinylSd,Stone,50.0,Gd,Gd,No,Unf,0,970,970,Ex,970,739,1709,0,2,0,3,Gd,7,0,Detchd,2004.0,Unf,2,380,0,40,0,130000
51.0,6120,Reg,Corner,BrkSide,1Story,5,1931,1993,Wd Sdng,Wd Sdng,None,0.0,TA,TA,No,BLQ,209,506,715,TA,875,0,875,1,1,0,2,TA,5,0,Detchd,1931.0,Unf,1,180,48,0,0,105000
,9505,IR1,CulDSac,Gilbert,2Story,7,2001,2001,VinylSd,VinylSd,BrkFace,180.0,Gd,Gd,No,Unf,0,884,884,Ex,884,1151,2035,0,2,1,3,Gd,8,1,BuiltIn,2001.0,Fin,2,434,144,48,0,222500
63.0,7500,Reg,Inside,SawyerW,1Story,7,2004,2005,VinylSd,VinylSd,BrkFace,120.0,TA,Gd,No,GLQ,680,400,1080,Ex,1080,0,1080,1,1,0,3,Gd,6,0,,,,0,0,0,0,0,141000
,6240,Reg,Inside,BrkSide,1.5Fin,5,1936,1950,MetalSd,MetalSd,None,0.0,TA,Gd,No,Unf,0,896,896,Gd,896,448,1344,0,1,0,3,TA,7,0,Detchd,1936.0,Unf,1,240,200,114,0,115000
120.0,10356,Reg,Corner,CollgCr,1Story,5,1975,1975,HdBoard,HdBoard,None,0.0,TA,TA,Av,BLQ,716,253,969,TA,969,0,969,0,1,1,3,TA,5,0,Attchd,1975.0,Unf,2,440,0,0,0,122000
107.0,13891,Reg,Inside,NridgHt,1Story,8,2007,2008,VinylSd,VinylSd,Stone,436.0,Gd,Ex,Gd,GLQ,1400,310,1710,Ex,1710,0,1710,1,2,0,2,Gd,6,1,Attchd,2007.0,RFn,3,866,0,102,0,372402
,14803,IR1,CulDSac,NWAmes,2Story,6,1971,1971,HdBoard,HdBoard,BrkFace,252.0,TA,TA,No,Rec,416,409,825,Gd,1097,896,1993,0,2,1,4,TA,8,1,Attchd,1971.0,RFn,2,495,0,66,0,190000
,13500,Reg,Inside,ClearCr,1Story,6,1960,1975,BrkFace,Plywood,None,0.0,TA,Gd,Gd,BLQ,429,93,1602,Gd,1252,0,1252,1,1,0,1,TA,4,1,Attchd,1960.0,RFn,2,564,409,0,0,235000
84.0,11340,Reg,Corner,OldTown,1Story,6,1923,1950,Wd Sdng,Wd Sdng,None,0.0,TA,TA,No,Unf,0,1200,1200,TA,1200,0,1200,0,1,0,4,TA,7,0,Detchd,1923.0,Unf,1,312,0,0,0,125000
60.0,9600,Reg,Corner,Edwards,1.5Fin,6,1924,1950,Wd Sdng,Wd Sdng,None,0.0,TA,TA,No,Unf,0,572,572,Fa,572,524,1096,0,1,0,2,TA,5,0,,,,0,0,0,8,0,79000
60.0,7200,Reg,Inside,NAmes,1Story,5,1950,1950,Wd Sdng,Wd Sdng,None,0.0,TA,,,,0,0,0,TA,1040,0,1040,0,1,0,2,TA,5,0,Detchd,1950.0,Unf,2,625,0,0,0,109500
92.0,12003,Reg,Corner,Timber,2Story,8,2009,2010,VinylSd,VinylSd,BrkFace,84.0,Gd,Ex,No,Unf,0,774,774,Ex,774,1194,1968,0,2,1,4,Ex,8,1,BuiltIn,2009.0,Fin,3,680,0,75,0,269500
100.0,12552,Reg,Corner,Somerst,2Story,7,2004,2005,VinylSd,VinylSd,None,0.0,Gd,Gd,No,GLQ,222,769,991,Ex,991,956,1947,0,2,1,3,Gd,8,1,Attchd,2004.0,RFn,2,678,0,136,0,254900
134.0,19378,IR1,Corner,Gilbert,2Story,7,2005,2006,VinylSd,VinylSd,BrkFace,456.0,Gd,Gd,Mn,GLQ,57,1335,1392,Ex,1392,1070,2462,1,2,1,4,Gd,9,1,Attchd,2006.0,RFn,2,576,239,132,0,320000
,11120,IR1,CulDSac,Veenker,1Story,6,1984,1984,Plywood,Plywood,None,0.0,TA,Gd,No,BLQ,660,572,1232,TA,1232,0,1232,0,2,0,3,TA,6,0,Attchd,1984.0,Unf,2,516,0,0,0,162500
110.0,13688,IR1,Inside,NridgHt,2Story,9,2003,2004,VinylSd,VinylSd,BrkFace,664.0,Gd,Ex,Av,GLQ,1016,556,1572,Ex,1572,1096,2668,1,2,1,3,Ex,10,2,BuiltIn,2003.0,Fin,3,726,400,0,0,412500
95.0,12182,Reg,Corner,NridgHt,1Story,7,2005,2005,VinylSd,VinylSd,BrkFace,226.0,Gd,Gd,Mn,BLQ,1201,340,1541,Ex,1541,0,1541,0,2,0,3,Gd,7,1,Attchd,2005.0,RFn,2,532,0,70,0,220000
55.0,5500,Reg,Inside,OldTown,1.5Unf,4,1956,1956,MetalSd,MetalSd,None,0.0,TA,TA,No,Unf,0,882,882,Ex,882,0,882,0,1,0,1,TA,4,0,,,,0,0,0,0,0,103200
40.0,5400,Reg,Corner,OldTown,1Story,6,1926,2004,MetalSd,MetalSd,None,0.0,TA,TA,Mn,LwQ,370,779,1149,Gd,1149,467,1616,0,2,0,3,Gd,5,0,Detchd,1926.0,Unf,1,216,0,0,0,152000
62.0,10106,Reg,Inside,Edwards,1.5Fin,5,1940,1999,Wd Sdng,Wd Sdng,None,0.0,TA,TA,No,ALQ,351,112,644,Gd,808,547,1355,1,2,0,4,TA,6,0,,,,0,0,140,0,0,127500
,10708,IR1,Inside,ClearCr,1Story,5,1955,1993,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,No,LwQ,379,470,1617,Ex,1867,0,1867,1,1,0,2,TA,7,3,Attchd,1955.0,Fin,1,303,476,0,142,190000
86.0,10562,Reg,Inside,NridgHt,2Story,8,2007,2007,VinylSd,VinylSd,Stone,300.0,Gd,Ex,No,GLQ,1288,294,1582,Ex,1610,551,2161,1,1,1,3,Ex,8,1,Attchd,2007.0,Fin,3,789,178,120,0,325624
62.0,8244,IR1,Inside,Gilbert,2Story,7,2004,2004,VinylSd,VinylSd,None,0.0,Gd,Gd,No,Unf,0,840,840,Ex,840,880,1720,0,2,1,3,Gd,7,1,Attchd,2004.0,Fin,2,440,100,48,0,183500
,16669,IR1,Corner,Timber,1Story,8,1981,1981,Plywood,Plywood,BrkFace,653.0,Gd,Gd,No,Unf,0,1686,1686,TA,1707,0,1707,0,2,1,2,TA,6,1,Attchd,1981.0,RFn,2,511,574,64,0,228000
,12358,IR1,Inside,OldTown,1.5Fin,5,1941,1950,MetalSd,MetalSd,None,0.0,TA,TA,No,Rec,360,360,720,TA,854,0,1382,0,1,1,2,TA,7,0,Detchd,1991.0,Unf,2,660,237,0,0,128500
141.0,31770,IR1,Corner,NAmes,1Story,6,1960,1960,BrkFace,Plywood,Stone,112.0,TA,TA,Gd,BLQ,639,441,1080,Fa,1656,0,1656,1,1,0,3,TA,7,2,Attchd,1960.0,Fin,2,528,210,62,0,215000
44.0,5306,IR1,Inside,StoneBr,2Story,7,1987,1987,HdBoard,HdBoard,None,0.0,Gd,Gd,No,GLQ,495,354,1064,Gd,1064,703,1767,1,2,0,2,Gd,5,1,Attchd,1987.0,RFn,2,504,441,35,0,239000
80.0,10197,IR1,Inside,NAmes,1Story,6,1961,1961,WdShing,Wd Shng,BrkCmn,491.0,TA,TA,No,ALQ,288,700,1362,TA,1362,0,1362,1,1,1,3,TA,6,1,Attchd,1961.0,Unf,2,504,0,20,0,163000
47.0,12416,IR1,Inside,Timber,1Story,6,1986,1986,VinylSd,Plywood,Stone,132.0,TA,Gd,No,ALQ,1398,0,1606,TA,1651,0,1651,1,2,0,3,TA,7,1,Attchd,1986.0,Fin,2,616,192,0,0,184000
84.0,12615,Reg,Corner,Edwards,1Story,6,1950,2001,WdShing,Wd Shng,None,0.0,TA,TA,Av,ALQ,477,725,1202,TA,2158,0,2158,1,2,0,4,Gd,7,1,Attchd,1950.0,Unf,2,576,0,29,0,243000
97.0,10029,IR1,Corner,ClearCr,2Story,6,1988,1989,Plywood,Plywood,BrkFace,268.0,Gd,Gd,No,GLQ,831,320,1151,TA,1164,896,2060,0,2,1,4,TA,8,1,Attchd,1988.0,Unf,2,521,0,228,192,211000
,13650,Reg,Inside,Sawyer,1.5Fin,5,1958,1958,MetalSd,MetalSd,None,0.0,Gd,TA,No,ALQ,57,554,1052,Ex,1252,668,1920,1,2,0,4,Gd,8,1,Attchd,1958.0,Unf,2,451,0,0,0,172500
63.0,17423,IR1,CulDSac,StoneBr,1Story,9,2008,2009,VinylSd,VinylSd,Stone,748.0,Ex,Ex,No,GLQ,1904,312,2216,Ex,2234,0,2234,1,2,0,1,Ex,9,1,Attchd,2009.0,Fin,3,1166,0,60,0,501837
60.0,8520,Reg,Inside,OldTown,1Story,5,1923,2006,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,No,Unf,0,968,968,TA,968,0,968,0,1,0,2,TA,5,0,Detchd,1935.0,Unf,2,480,0,0,0,100000
,2117,Reg,Inside,Somerst,2Story,6,2000,2000,MetalSd,MetalSd,BrkFace,456.0,Gd,Gd,No,GLQ,436,320,756,Ex,769,756,1525,0,2,1,3,Gd,5,1,Detchd,2000.0,Unf,2,440,0,0,0,177000
54.0,7588,Reg,Inside,Crawfor,2Story,7,1920,1950,Stucco,Stucco,None,0.0,TA,Fa,No,LwQ,352,441,793,Gd,901,901,1802,0,1,1,4,TA,9,1,Detchd,1920.0,Unf,1,216,0,0,0,200100
60.0,9060,Reg,Inside,Edwards,1Story,5,1957,2006,Wd Sdng,Wd Sdng,BrkFace,98.0,TA,,,,0,0,0,Ex,1340,0,1340,0,1,0,3,TA,7,1,Attchd,1957.0,RFn,1,252,116,0,0,120000
63.0,11426,Reg,Inside,OldTown,1.5Fin,7,2003,2003,VinylSd,VinylSd,None,0.0,TA,Gd,No,Unf,0,1362,1362,Ex,1362,720,2082,0,2,1,3,Gd,6,0,Detchd,2003.0,Unf,2,484,280,238,0,200000
92.0,7438,IR1,Inside,BrkSide,1.5Fin,5,1908,1991,AsbShng,Plywood,None,0.0,TA,Fa,No,Unf,0,504,504,Gd,936,316,1252,0,1,0,3,TA,5,0,Attchd,1986.0,Unf,2,576,104,0,0,127000
90.0,22950,IR2,Inside,OldTown,2.5Fin,10,1892,1993,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,Mn,Unf,0,1107,1107,Ex,1518,1518,3608,0,2,1,4,Ex,12,2,Detchd,1993.0,Unf,3,840,0,260,410,475000
,9947,IR1,CulDSac,Mitchel,SLvl,7,1990,1991,HdBoard,HdBoard,None,0.0,TA,Gd,Av,GLQ,611,577,1188,Ex,1217,0,1217,1,2,0,3,Gd,6,0,Attchd,1990.0,Unf,2,497,168,27,0,173000
60.0,10410,Reg,Inside,OldTown,1.5Fin,5,1916,1987,HdBoard,HdBoard,None,0.0,TA,Fa,No,Unf,0,660,660,Ex,808,704,1656,0,2,1,3,TA,8,0,Detchd,1916.0,Unf,1,180,0,0,0,135000
64.0,7018,Reg,Inside,SawyerW,SFoyer,5,1979,1979,Plywood,Plywood,Stone,275.0,TA,Gd,Av,GLQ,1086,0,1086,TA,1224,0,1224,2,0,2,2,TA,6,2,Detchd,1979.0,Unf,2,528,120,0,0,153337
41.0,4923,Reg,Inside,StoneBr,1Story,8,2001,2002,CemntBd,CmentBd,None,0.0,Gd,Ex,Av,GLQ,1153,440,1593,Ex,1593,0,1593,1,1,1,0,Ex,5,1,Attchd,2001.0,Fin,2,682,0,120,224,286000
70.0,10570,Reg,Inside,Crawfor,2Story,8,1932,1994,BrkFace,BrkFace,None,0.0,Gd,Gd,No,Rec,297,556,853,TA,1549,1178,2727,0,2,1,3,Gd,10,2,Detchd,1932.0,Unf,2,440,0,74,0,315000
,7472,IR1,CulDSac,NAmes,2Story,7,1972,2004,HdBoard,HdBoard,BrkFace,138.0,TA,TA,No,ALQ,626,99,725,Gd,725,754,1479,1,1,1,4,Gd,7,0,Attchd,1972.0,Fin,2,484,0,32,0,184000
68.0,9017,IR1,Inside,CollgCr,1Story,7,1999,1999,VinylSd,VinylSd,None,0.0,Gd,Gd,Av,GLQ,560,871,1431,Ex,1431,0,1431,1,2,0,3,Gd,6,0,Attchd,1999.0,Fin,2,666,0,35,0,192000
24.0,2522,Reg,Inside,Edwards,2Story,7,2004,2004,VinylSd,VinylSd,Stone,50.0,Gd,Gd,No,Unf,0,970,970,Ex,970,739,1709,0,2,0,3,Gd,7,0,Detchd,2004.0,Unf,2,380,0,40,0,130000
60.0,7180,IR1,Inside,CollgCr,1Story,5,1972,1972,HdBoard,HdBoard,None,0.0,TA,TA,Av,ALQ,390,474,864,TA,864,0,864,0,1,0,3,TA,5,0,Detchd,1989.0,Unf,1,352,0,0,0,127000
24.0,2280,Reg,FR2,NPkVill,2Story,6,1976,1976,Plywood,Brk Cmn,None,0.0,TA,Gd,No,ALQ,566,289,855,TA,855,601,1456,0,2,1,3,TA,7,1,Attchd,1976.0,Unf,2,440,87,0,0,148500
79.0,9416,Reg,Inside,Somerst,1Story,7,2007,2007,CemntBd,CmentBd,Stone,205.0,Ex,Ex,No,GLQ,1126,600,1726,Ex,1726,0,1726,1,2,0,3,Ex,8,1,Attchd,2007.0,Fin,3,786,171,138,266,311872
174.0,25419,Reg,Corner,NAmes,2Story,8,1918,1990,Stucco,Stucco,None,0.0,Gd,TA,No,GLQ,1036,140,1360,Gd,1360,1360,3112,1,2,0,4,Gd,8,1,Detchd,1918.0,Unf,2,795,0,16,0,235000
92.0,5520,Reg,Corner,OldTown,2.5Fin,6,1912,1950,Wd Sdng,Wd Sdng,None,0.0,TA,TA,No,Unf,0,755,755,Ex,929,929,2229,0,1,0,5,TA,8,0,,,,0,0,0,198,0,104000
76.0,9591,Reg,Inside,NridgHt,1Story,8,2004,2005,VinylSd,VinylSd,BrkFace,262.0,Gd,Ex,Av,GLQ,1088,625,1713,Ex,1713,0,1713,1,2,0,3,Ex,7,1,Attchd,2004.0,Fin,3,856,0,26,170,274900
80.0,8546,Reg,Corner,Edwards,1Story,4,2003,2004,VinylSd,VinylSd,None,0.0,TA,Gd,No,Unf,0,1121,1121,Ex,1121,0,1121,0,2,0,2,TA,5,0,Attchd,2003.0,RFn,2,440,132,64,0,140000
75.0,10125,Reg,Inside,Mitchel,1Story,6,1977,1977,Plywood,Plywood,None,0.0,TA,TA,No,ALQ,641,276,1196,TA,1279,0,1279,0,2,0,3,TA,6,2,Detchd,1980.0,Unf,2,473,238,83,0,171500
50.0,7000,Reg,Corner,OldTown,1.5Fin,6,1924,1950,MetalSd,MetalSd,None,0.0,TA,Fa,No,LwQ,617,0,617,Gd,865,445,1310,0,2,0,2,TA,6,0,Attchd,1924.0,Unf,1,398,0,0,0,112000
,4438,Reg,Inside,CollgCr,1Story,6,2004,2004,VinylSd,VinylSd,BrkFace,205.0,Gd,Gd,Av,GLQ,662,186,848,Ex,848,0,848,1,1,0,1,Gd,3,1,Attchd,2004.0,RFn,2,420,149,0,0,149000
50.0,3500,Reg,Inside,OldTown,1.5Fin,5,1947,1950,AsbShng,AsbShng,None,0.0,TA,TA,No,LwQ,312,408,720,TA,720,564,1284,0,1,1,2,TA,5,0,Detchd,1948.0,Unf,1,240,0,35,0,110000
99.0,11851,Reg,Corner,Gilbert,1Story,7,1990,1990,HdBoard,HdBoard,None,0.0,TA,Gd,No,Unf,0,1424,1424,Ex,1442,0,1442,0,2,0,3,TA,5,0,Attchd,1990.0,RFn,2,500,0,34,0,180500
40.0,13673,IR1,CulDSac,Sawyer,1Story,5,1962,1962,HdBoard,HdBoard,None,0.0,TA,TA,No,Unf,0,1140,1140,TA,1696,0,1696,0,1,1,3,TA,8,1,Attchd,1962.0,RFn,1,349,0,30,0,143900
,12493,IR1,Inside,NAmes,1Story,4,1960,1960,Wd Sdng,Wd Sdng,None,0.0,TA,TA,No,ALQ,419,375,1100,TA,1100,0,1100,1,1,0,3,TA,6,1,Attchd,1960.0,RFn,1,312,355,0,0,141000
,14364,IR1,Inside,SawyerW,2Story,7,1988,1989,Plywood,Plywood,BrkFace,128.0,Gd,Gd,Gd,GLQ,1065,92,1157,Ex,1180,882,2062,1,2,1,3,TA,7,1,Attchd,1988.0,Fin,2,454,60,55,154,277000
75.0,8250,Reg,Inside,NAmes,1Story,6,1964,1964,HdBoard,HdBoard,Stone,260.0,TA,Gd,No,Rec,787,305,1092,Ex,1092,0,1092,1,1,0,3,TA,6,0,Attchd,1964.0,RFn,2,504,0,0,0,145000
67.0,5604,Reg,Inside,Edwards,1Story,5,1925,1950,Stucco,Stucco,None,0.0,TA,TA,No,Rec,468,396,864,TA,864,0,864,1,1,0,2,TA,5,0,,,,0,0,0,0,0,98000
83.0,10420,Reg,Corner,Edwards,1Story,6,2009,2009,VinylSd,VinylSd,None,0.0,TA,Gd,Mn,GLQ,36,1176,1212,Ex,1212,0,1212,0,2,0,3,Gd,6,0,Attchd,2009.0,RFn,2,460,100,22,0,186000
72.0,8640,Reg,Inside,Somerst,2Story,7,2009,2009,VinylSd,VinylSd,None,0.0,TA,Gd,No,GLQ,822,78,900,Ex,932,920,1852,1,2,1,3,Gd,7,1,Attchd,2009.0,RFn,2,644,168,108,0,252678
